title,author,genre,extent,issue_id,date_issued,volno_string
Women's Clubs,,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
The Burden,,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
Historic Days in May,"Hershaw, L. M. ",articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
What to ReadBook Review of 'The Testing Fire' by Alexander Corkey,,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
What to ReadReview of 'The Curse of Race Prejudice' by James F. Morton,,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
What to ReadReview of 'The Lower Animal' by Norman Duncan,,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
"What to ReadReview of 'The Negro in Cleveland, Ohio' by Frank U. Quillin",,articles,1,520876,1912-05-01,"Vol. 4, No. 1 "
Back Advertisements,,advertisements,10,520876,1912-05-01,"Vol. 4, No. 1 "
Cover ImagePortrait of a Woman,,images,1,520605,1912-06-01,"Vol. 4, No. 2 "
Front Advertisements,,advertisements,2,520605,1912-06-01,"Vol. 4, No. 2 "
Contents,,articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
Along the Color Line,,articles,7,520605,1912-06-01,"Vol. 4, No. 2 "
Men of the Month,,articles,2,520605,1912-06-01,"Vol. 4, No. 2 "
Opinion,,articles,3,520605,1912-06-01,"Vol. 4, No. 2 "
Editorial,,articles,3,520605,1912-06-01,"Vol. 4, No. 2 "
Photograph of the Fourth Annual Conference of the National Association for the Advancement of Colored People at Chicago,,images,1,520605,1912-06-01,"Vol. 4, No. 2 "
The Fourth Annual Conference of the National Association for the Advancement of Colored People,,articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
The Objects of the National Association for the Advancement of Colored People,"Villard, Oswald Garrison ",articles,3,520605,1912-06-01,"Vol. 4, No. 2 "
The Nation's Duty,"Brown, Edward O. ",articles,3,520605,1912-06-01,"Vol. 4, No. 2 "
The Brotherhood of Man,"Baha, Abdul ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
A Word from Mr. Julius Rosenwald,"Rosenwald, Julius ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
The Cry of the Man That's Down,"Lippincott, Norman D. ",poetry,1,520605,1912-06-01,"Vol. 4, No. 2 "
The Burden,,articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
What to ReadBook Review of 'A Negro Explorer at the North Pole' by Matthew Henson,"Fauset, Jessie ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
What to ReadBook Review of the 'Biography of George Thomas Downing' by S. A. M. Washington,"Fauset, Jessie ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
"What to ReadReview of 'The Terrible Meek, A Play' by Charles Rann Kennedy","Fauset, Jessie ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
Historic Days in June,"Hershaw, L. M. ",articles,1,520605,1912-06-01,"Vol. 4, No. 2 "
Letter Box,"Moseley, Grace ",letters,1,520605,1912-06-01,"Vol. 4, No. 2 "
Back Advertisements,,advertisements,9,520605,1912-06-01,"Vol. 4, No. 2 "
Cover ImageBoy Leaning on a Post,,images,1,522172,1912-06-01,"Vol. 2, No. 2 "
Front Advertisements,,advertisements,1,522172,1912-06-01,"Vol. 2, No. 2 "
Contents,,articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Along the Color Line,,articles,4,522172,1912-06-01,"Vol. 2, No. 2 "
Men of the Month,,articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Opinion,,articles,4,522172,1912-06-01,"Vol. 2, No. 2 "
The N. A. A. C. P.,,articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Editorial,,articles,3,522172,1912-06-01,"Vol. 2, No. 2 "
The Freedmen's FriendsSome Founders of Negro Education,,images,1,522172,1912-06-01,"Vol. 2, No. 2 "
"Harriet Beecher Stowe, 1811-1911","Richmond, George ",images,1,522172,1912-06-01,"Vol. 2, No. 2 "
Harriet Beecher Stowe's Personal Knowledge of the Negro Character,"Stowe, Charles Edward ",articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Vacation Opportunities,"Dickerman, G. S. ",articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Colored High Schools,"Hawkins, Mason A. ",articles,2,522172,1912-06-01,"Vol. 2, No. 2 "
The Burden,,articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
The Black SoldierâA Letter from a Friend,"Dodge, Granville M. Gen. ",letters,1,522172,1912-06-01,"Vol. 2, No. 2 "
Women's Clubs: Caring for the Children,"Hunton, A. W. ",articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
A Student Credo from Oberlin,"Oatman, Miriam E. ",articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Talks about WomenVI,"Milholland, John E. Mrs. ",articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
What to Read,,articles,1,522172,1912-06-01,"Vol. 2, No. 2 "
Back Advertisements,,advertisements,7,522172,1912-06-01,"Vol. 2, No. 2 "
"Cover ImagePhotograph of a Woman, Framed by Columns",,images,1,520658,1912-07-01,"Vol. 4, No. 3 "
Front Advertisements,,advertisements,2,520658,1912-07-01,"Vol. 4, No. 3 "
Contents,,articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
Along the Color Line,,articles,6,520658,1912-07-01,"Vol. 4, No. 3 "
Men of the Month,,articles,2,520658,1912-07-01,"Vol. 4, No. 3 "
Opinion,,articles,3,520658,1912-07-01,"Vol. 4, No. 3 "
The N. A. A. C. P.,,articles,3,520658,1912-07-01,"Vol. 4, No. 3 "
Editorial,,articles,3,520658,1912-07-01,"Vol. 4, No. 3 "
The Year in Colored Colleges,,articles,3,520658,1912-07-01,"Vol. 4, No. 3 "
The Montessori MethodâIts Possibilities,"Fauset, Jessie ",articles,2,520658,1912-07-01,"Vol. 4, No. 3 "
The Faiths of Teachers,"Dickerman, G. S. ",articles,3,520658,1912-07-01,"Vol. 4, No. 3 "
'The White Man's Burden',"Nutter, Charles S. D. D. ",poetry,1,520658,1912-07-01,"Vol. 4, No. 3 "
General Evaristo Estenoz,"Schomburg, Arthur A. ",articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
Protection,M. W. O ,fiction,1,520658,1912-07-01,"Vol. 4, No. 3 "
"Women's ClubsA Social Center at Hampton, Va.",,articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
Historic Days in July,,articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
The Burden,,articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
'I Met a Little Blue-Eyed Girl',"Johnston, Bertha ",poetry,1,520658,1912-07-01,"Vol. 4, No. 3 "
Letter Box,"Scott, W. W. ",letters,1,520658,1912-07-01,"Vol. 4, No. 3 "
Publisher's Chat,,articles,1,520658,1912-07-01,"Vol. 4, No. 3 "
Back Advertisements,,advertisements,6,520658,1912-07-01,"Vol. 4, No. 3 "
Cover ImageWoman Playing Tennis,,images,1,520711,1912-08-01,"Vol. 4, No. 4 "
Front Advertisements,,advertisements,2,520711,1912-08-01,"Vol. 4, No. 4 "
Contents,,articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
Along the Color Line,,articles,6,520711,1912-08-01,"Vol. 4, No. 4 "
Men of the Month,,articles,3,520711,1912-08-01,"Vol. 4, No. 4 "
The Lover of His Country,"Lowell, James Russell ",poetry,1,520711,1912-08-01,"Vol. 4, No. 4 "
Opinion,,articles,2,520711,1912-08-01,"Vol. 4, No. 4 "
The N. A. A. C. P.,,articles,2,520711,1912-08-01,"Vol. 4, No. 4 "
Editorial,,articles,2,520711,1912-08-01,"Vol. 4, No. 4 "
What to ReadBook Review of 'Seeking the Best' by Otis M. Shackelford,"Fauset, Jessie ",articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
What to ReadBook Review of 'A Narrative of the Negro' by Mrs. Leila Amos Pendleton,"Fauset, Jessie ",articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
What to ReadBook Review of 'Poems' by H. Cordelia Ray,"Fauset, Jessie ",articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
Mary Dunlop Maclean,M. W. O. ,articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
Vacation Days,,articles,2,520711,1912-08-01,"Vol. 4, No. 4 "
Short Story Competition,,articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
The Servant,"Johnson, Fenton ",fiction,1,520711,1912-08-01,"Vol. 4, No. 4 "
Lessons from Russia,"Rubinow, I. M. ",articles,4,520711,1912-08-01,"Vol. 4, No. 4 "
The BurdenLynched a Woman,,articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
Historic Days in August,"Hershaw, L. M. ",articles,1,520711,1912-08-01,"Vol. 4, No. 4 "
Publishers' Chat,,advertisements,1,520711,1912-08-01,"Vol. 4, No. 4 "
Back Advertisements,,advertisements,9,520711,1912-08-01,"Vol. 4, No. 4 "
Cover ImagePhotograph of Frederick Douglass,,images,1,520770,1912-09-01,"Vol. 4, No. 5 "
Front Advertisements,,advertisements,2,520770,1912-09-01,"Vol. 4, No. 5 "
Contents,,articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
Along the Color Line,,articles,7,520770,1912-09-01,"Vol. 4, No. 5 "
Men of the Month,,articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
Opinion,,articles,8,520770,1912-09-01,"Vol. 4, No. 5 "
Editorial,,articles,2,520770,1912-09-01,"Vol. 4, No. 5 "
The N. A. A. C. P.,,articles,2,520770,1912-09-01,"Vol. 4, No. 5 "
Historic Days in September,"Hershaw, L. M. ",articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
A Woman's Suffrage SymposiumGarrison and Woman's Suffrage,"Villard, Fanny Garrison ",articles,2,520770,1912-09-01,"Vol. 4, No. 5 "
A Woman's Suffrage SymposiumColored Women as Voters,"Logan, Adella Hunt ",articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
A Woman's Suffrage SymposiumThe Justice of Woman Suffrage,"Terrell, Mary Church ",articles,2,520770,1912-09-01,"Vol. 4, No. 5 "
A Woman's Suffrage SymposiumTwo Suffrage Movements,"Gruening, Martha ",articles,2,520770,1912-09-01,"Vol. 4, No. 5 "
A Woman's Suffrage SymposiumBrother Baptis' on Woman Suffrage,"Jonas, Rosalie ",poetry,1,520770,1912-09-01,"Vol. 4, No. 5 "
The Burden,,articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
What to ReadBook Review of 'Wendell Phillips: The Faith of an American' by George Edward Woodberry,"Fauset, Jessie ",articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
What to ReadBook Review of 'The Negro at Work in New York City: A Study in Economic Progress' by George Edmund Haynes,"Fauset, Jessie ",articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
What to ReadReview of 'The Black Pawn' by Norman Duncan,"Fauset, Jessie ",articles,1,520770,1912-09-01,"Vol. 4, No. 5 "
Letter Box,"Barco, J. W. ",letters,1,520770,1912-09-01,"Vol. 4, No. 5 "
Publishers' Chat,,advertisements,1,520770,1912-09-01,"Vol. 4, No. 5 "
Back Advertisements,,advertisements,8,520770,1912-09-01,"Vol. 4, No. 5 "
Cover ImageTwo Girls with a Book,,images,1,520823,1912-10-01,"Vol. 4, No. 6 "
Front Advertisements,,advertisements,2,520823,1912-10-01,"Vol. 4, No. 6 "
Contents,,articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
Along the Color Line,,articles,8,520823,1912-10-01,"Vol. 4, No. 6 "
Men of the Month,,articles,3,520823,1912-10-01,"Vol. 4, No. 6 "
Opinion,,articles,6,520823,1912-10-01,"Vol. 4, No. 6 "
Editorial,,articles,4,520823,1912-10-01,"Vol. 4, No. 6 "
Mr. HareA Story for Children,,fiction,2,520823,1912-10-01,"Vol. 4, No. 6 "
Some Books for Boys and Girls,"Fauset, Jessie ",articles,3,520823,1912-10-01,"Vol. 4, No. 6 "
Historic Days in October,"Hershaw, L. M. ",articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
The N. A. A. C. P.,,articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
A Plea for the Survival of the Protectorates of South Africa,"Hoggan, Frances M. D. ",articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
The Cuban Revolution,"Clarke, James B. ",articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
The Burden'Did You Send My Letter Open?',,articles,1,520823,1912-10-01,"Vol. 4, No. 6 "
Publishers' Page,,advertisements,1,520823,1912-10-01,"Vol. 4, No. 6 "
Back Advertisements,,advertisements,8,520823,1912-10-01,"Vol. 4, No. 6 "
Cover ImageDrawing of a Woman,"Adams, John Henry ",images,1,520009,1912-11-01,"Vol. 5, No. 1 "
Front Advertisements,,advertisements,2,520009,1912-11-01,"Vol. 5, No. 1 "
Contents,,articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
Along the Color Line,,articles,7,520009,1912-11-01,"Vol. 5, No. 1 "
Men of the Month,,articles,2,520009,1912-11-01,"Vol. 5, No. 1 "
Garrison at Bennington,"Stafford, Wendell Phillips ",poetry,1,520009,1912-11-01,"Vol. 5, No. 1 "
Opinion,,articles,8,520009,1912-11-01,"Vol. 5, No. 1 "
Historic Days in November,"Hershaw, L. M. ",articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
Editorial,,articles,2,520009,1912-11-01,"Vol. 5, No. 1 "
The Progressive Party and the Negro,"Addams, Jane ",articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
Mary Dunlop MacleanLate Managing Editor of 'The Crisis',,images,1,520009,1912-11-01,"Vol. 5, No. 1 "
The Colored Magazine in America,,articles,2,520009,1912-11-01,"Vol. 5, No. 1 "
The Religion of Slavery,"Stowe, Charles Edward ",articles,2,520009,1912-11-01,"Vol. 5, No. 1 "
What to ReadBook Review of 'The Autobiography of an ex-Colored Man',"Fauset, Jessie ",articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
"What to ReadReview of the 'The South and the Negro,' 'Negroes in the Urban Movement,' and 'The Negro in New York'","Fauset, Jessie ",articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
The N. A. A. C. P.,,articles,1,520009,1912-11-01,"Vol. 5, No. 1 "
"Samuel Coleridge-TaylorDied September, 1, 1912, Aged 37","Noyes, Alfred ",poetry,1,520009,1912-11-01,"Vol. 5, No. 1 "
Back Advertisements,,advertisements,11,520009,1912-11-01,"Vol. 5, No. 1 "
Cover ImageWinter Farm,"Brown, Richard L. ",images,1,520062,1912-12-01,"Vol. 5, No. 2 "
Front Advertisements,,advertisements,2,520062,1912-12-01,"Vol. 5, No. 2 "
Contents,,articles,1,520062,1912-12-01,"Vol. 5, No. 2 "
Along the Color Line,,articles,6,520062,1912-12-01,"Vol. 5, No. 2 "
Men of the Month,,articles,2,520062,1912-12-01,"Vol. 5, No. 2 "
The Christmas Sermon,"Laurence, Robert J. ",poetry,1,520062,1912-12-01,"Vol. 5, No. 2 "
Opinion,,articles,5,520062,1912-12-01,"Vol. 5, No. 2 "
Editorial,,articles,3,520062,1912-12-01,"Vol. 5, No. 2 "
EmmyI-IV,"Fauset, Jessie ",fiction,8,520062,1912-12-01,"Vol. 5, No. 2 "
Sackcloth and Ashes,,articles,1,520062,1912-12-01,"Vol. 5, No. 2 "
The N. A. A. C. P.,,articles,1,520062,1912-12-01,"Vol. 5, No. 2 "
The Club Movement in CaliforniaWomen's Clubs,"Hunton, A. W. ",articles,2,520062,1912-12-01,"Vol. 5, No. 2 "
Back Advertisements,,advertisements,12,520062,1912-12-01,"Vol. 5, No. 2 "
Cover ImageDrawing of an Old Man,"Wheeler, Laura ",images,1,520115,1913-01-01,"Vol. 5, No. 3 "
Front Advertisements,,advertisements,2,520115,1913-01-01,"Vol. 5, No. 3 "
Contents,,articles,1,520115,1913-01-01,"Vol. 5, No. 3 "
Along the Color Line,,articles,7,520115,1913-01-01,"Vol. 5, No. 3 "
Men of the Month,,articles,2,520115,1913-01-01,"Vol. 5, No. 3 "
The Road to the Bow,"Corrothers, James D. ",poetry,1,520115,1913-01-01,"Vol. 5, No. 3 "
Opinion,,articles,4,520115,1913-01-01,"Vol. 5, No. 3 "
Editorial,,articles,3,520115,1913-01-01,"Vol. 5, No. 3 "
Letters,"Bradford, James T. ",letters,1,520115,1913-01-01,"Vol. 5, No. 3 "
A Holiday Suggestion,"Clark, M. V. ",articles,1,520115,1913-01-01,"Vol. 5, No. 3 "
Five Little Presents,,images,1,520115,1913-01-01,"Vol. 5, No. 3 "
EmmyV-IX,"Fauset, Jessie ",fiction,8,520115,1913-01-01,"Vol. 5, No. 3 "
The N. A. A. C. P.,,articles,1,520115,1913-01-01,"Vol. 5, No. 3 "
Equality and Liberty,"Dutton, Caleb S. S. ",articles,1,520115,1913-01-01,"Vol. 5, No. 3 "
The Burden,,articles,1,520115,1913-01-01,"Vol. 5, No. 3 "
Back Advertisements,,advertisements,11,520115,1913-01-01,"Vol. 5, No. 3 "
Cover ImagePhotograph of a Woman Wearing a Wide-Brimmed Hat,,images,1,520168,1913-02-01,"Vol. 5, No. 4 "
Front Advertisements,,advertisements,2,520168,1913-02-01,"Vol. 5, No. 4 "
Contents,,articles,1,520168,1913-02-01,"Vol. 5, No. 4 "
Along the Color Line,,articles,7,520168,1913-02-01,"Vol. 5, No. 4 "
Men of the Month,,articles,1,520168,1913-02-01,"Vol. 5, No. 4 "
"Father, Father Abraham","Johnson, James Weldon ",poetry,1,520168,1913-02-01,"Vol. 5, No. 4 "
Opinion,,articles,6,520168,1913-02-01,"Vol. 5, No. 4 "
Editorial,,articles,2,520168,1913-02-01,"Vol. 5, No. 4 "
EmancipationâThe Third Generation1863-1913,,images,1,520168,1913-02-01,"Vol. 5, No. 4 "
The RepresentativeA Story,"Cooke, Virgil ",fiction,1,520168,1913-02-01,"Vol. 5, No. 4 "
Abolition and Fifty Years After,"Wise, Stephen S. ",articles,1,520168,1913-02-01,"Vol. 5, No. 4 "
The N. A. A. C. P.,,articles,3,520168,1913-02-01,"Vol. 5, No. 4 "
The Burden,,articles,2,520168,1913-02-01,"Vol. 5, No. 4 "
The Alpha Phi Alpha Fraternity,"Garvin, Charles H. ",articles,1,520168,1913-02-01,"Vol. 5, No. 4 "
Back Advertisements,,advertisements,11,520168,1913-02-01,"Vol. 5, No. 4 "
Cover ImagePhotograph of a Woman with Crown and Scepter,"Webb, Miles M. ",images,1,520531,1913-03-01,"Vol. 5, No. 5 "
Front Advertisements,,advertisements,2,520531,1913-03-01,"Vol. 5, No. 5 "
Contents,,articles,1,520531,1913-03-01,"Vol. 5, No. 5 "
Along the Color Line,,articles,7,520531,1913-03-01,"Vol. 5, No. 5 "
Men of the Month,,articles,3,520531,1913-03-01,"Vol. 5, No. 5 "
Professional Americanism,,articles,1,520531,1913-03-01,"Vol. 5, No. 5 "
That One Might Live in the Sunlight Glad,"Moore, William ",poetry,1,520531,1913-03-01,"Vol. 5, No. 5 "
Opinion,,articles,7,520531,1913-03-01,"Vol. 5, No. 5 "
Editorial,,articles,4,520531,1913-03-01,"Vol. 5, No. 5 "
My Love,"Johnson, Fenton ",poetry,1,520531,1913-03-01,"Vol. 5, No. 5 "
Mildred Porter's Position,"Hull, B. G. ",fiction,1,520531,1913-03-01,"Vol. 5, No. 5 "
The N. A. A. C. P.,,articles,2,520531,1913-03-01,"Vol. 5, No. 5 "
The Dead Master,,articles,1,520531,1913-03-01,"Vol. 5, No. 5 "
The Burden,,articles,1,520531,1913-03-01,"Vol. 5, No. 5 "
Letter BoxThe Other AmericasâLetter I,"Kirby, A. ",letters,1,520531,1913-03-01,"Vol. 5, No. 5 "
Letter BoxThe Other AmericasâLetter II,"Mallet, P. W. ",letters,1,520531,1913-03-01,"Vol. 5, No. 5 "
Letter BoxThe Crisis,"Mitchell, J. H. ",letters,1,520531,1913-03-01,"Vol. 5, No. 5 "
CartoonThe New Porter,"Harris, Lorenzo W. ",images,1,520531,1913-03-01,"Vol. 5, No. 5 "
Back Advertisements,,advertisements,10,520531,1913-03-01,"Vol. 5, No. 5 "
Cover ImageGirl in Easter Dress,,images,1,520221,1913-04-01,"Vol. 5, No. 6 "
Front Advertisements,,advertisements,2,520221,1913-04-01,"Vol. 5, No. 6 "
Contents,,articles,1,520221,1913-04-01,"Vol. 5, No. 6 "
Department Headings,"Harris, Lorenzo ",images,1,520221,1913-04-01,"Vol. 5, No. 6 "
Along the Color Line,,articles,6,520221,1913-04-01,"Vol. 5, No. 6 "
Men of the Month,,articles,1,520221,1913-04-01,"Vol. 5, No. 6 "
Opinion,,articles,8,520221,1913-04-01,"Vol. 5, No. 6 "
Easter-Emancipation1863-1913,,poetry,3,520221,1913-04-01,"Vol. 5, No. 6 "
Center Page DecorationWings over Labor,"Latimer, Louise R. ",images,1,520221,1913-04-01,"Vol. 5, No. 6 "
Editorial,,articles,3,520221,1913-04-01,"Vol. 5, No. 6 "
The Man Who WonA StoryI,"Pace, Harry H. ",fiction,2,520221,1913-04-01,"Vol. 5, No. 6 "
The N. A. A. C. P.,,articles,1,520221,1913-04-01,"Vol. 5, No. 6 "
The Black Half,"Riis, Jacob ",articles,1,520221,1913-04-01,"Vol. 5, No. 6 "
The Burden,,articles,1,520221,1913-04-01,"Vol. 5, No. 6 "
LettersFrom White Folk,"Johnson, George ",letters,1,520221,1913-04-01,"Vol. 5, No. 6 "
LettersFrom Colored Folk,"Jones, Harry H. ",letters,1,520221,1913-04-01,"Vol. 5, No. 6 "
Letters'It Pays to Kick',"Worthen, Samuel C. ",letters,1,520221,1913-04-01,"Vol. 5, No. 6 "
Back Advertisements,,advertisements,10,520221,1913-04-01,"Vol. 5, No. 6 "
Cover ImageDrawing of a Woman,"Adams, John Henry ",images,1,517410,1913-05-01,"Vol. 6, No. 1 "
Front Advertisements,,advertisements,2,517410,1913-05-01,"Vol. 6, No. 1 "
Contents,,articles,1,517410,1913-05-01,"Vol. 6, No. 1 "
Along the Color Line,,articles,8,517410,1913-05-01,"Vol. 6, No. 1 "
Photograph of Harriet Tubman1813(?)-1913,,images,1,517410,1913-05-01,"Vol. 6, No. 1 "
Men of the Month,,articles,2,517410,1913-05-01,"Vol. 6, No. 1 "
Photograph of David Livingston1813-1873,Underwood & Underwood ,images,1,517410,1913-05-01,"Vol. 6, No. 1 "
Opinion,,articles,5,517410,1913-05-01,"Vol. 6, No. 1 "
Editorial,,articles,3,517410,1913-05-01,"Vol. 6, No. 1 "
Hagar and Ishmael,"Hirsch, Charlotte Teller ",fiction,1,517410,1913-05-01,"Vol. 6, No. 1 "
A Minimum Program of Negro Advancement,"Walling, William English ",articles,2,517410,1913-05-01,"Vol. 6, No. 1 "
The Man Who WonA StoryII,"Pace, Harry H. ",fiction,3,517410,1913-05-01,"Vol. 6, No. 1 "
'Stanley Addressed Mass Meetings',,images,1,517410,1913-05-01,"Vol. 6, No. 1 "
The N.A.A.C.P.,,articles,2,517410,1913-05-01,"Vol. 6, No. 1 "
Up! Sing the Song,"Corrothers, James D. ",poetry,1,517410,1913-05-01,"Vol. 6, No. 1 "
The Burden,,images,1,517410,1913-05-01,"Vol. 6, No. 1 "
Back Advertisements,,advertisements,10,517410,1913-05-01,"Vol. 6, No. 1 "
Cover ImagePicture of a Woman,"Saunders, Vincent Ellsworth ",images,1,517463,1913-06-01,"Vol. 6, No. 2 "
Front Advertisements,,advertisements,2,517463,1913-06-01,"Vol. 6, No. 2 "
Contents,,articles,1,517463,1913-06-01,"Vol. 6, No. 2 "
Along the Color Line,,articles,12,517463,1913-06-01,"Vol. 6, No. 2 "
Men of the Month,,articles,1,517463,1913-06-01,"Vol. 6, No. 2 "
Opinion,,articles,3,517463,1913-06-01,"Vol. 6, No. 2 "
Editorial,,articles,3,517463,1913-06-01,"Vol. 6, No. 2 "
CartoonAmerican Logic,"Harris, Lorenzo W. ",images,1,517463,1913-06-01,"Vol. 6, No. 2 "
PlÃ¡cidoPoet and Martyr,"Clarana, JosÃ© ",articles,1,517463,1913-06-01,"Vol. 6, No. 2 "
